rank,base_seed,verified_sister_seed,verified_sister_high32,verified_portal_tp,no_sister_found_high32_0_65535,eyes,pearls,total,pearl_radius,fortress_distance,blaze_spawner_distance,portal_y,origin_distance,portal_tp,portal_x,portal_y_coord,portal_z,stronghold_x,stronghold_z,chests,source_status
915,3359374809,,,,yes,7,5,12,59.983,238.209,318.645,8,1125.659,/tp @s -1010 8 -497,-1010,8,-497,-1020,-508,"-951,5,-504:2;-953,3,-479:2;-1015,-5,-509:1",added
916,3359683422,,,,yes,8,4,12,68.037,358.309,361.710,-33,1399.113,/tp @s -494 -33 -1309,-494,-33,-1309,-492,-1340,"-503,-34,-1324:1;-532,-40,-1365:1;-522,-40,-1357:1;-480,-38,-1372:1",added
917,3361549941,,,,yes,7,6,13,80.287,65.123,156.016,-2,1338.847,/tp @s -336 -2 1296,-336,-2,1296,-268,1364,"-287,5,1335:1;-277,5,1343:3;-277,5,1350:1;-294,5,1335:1",added
918,3369247077,54908854629,12,/tp @s 138 22 1137,no,6,6,12,59.338,351.239,472.756,22,1145.344,/tp @s 138 22 1137,138,22,1137,196,1124,"192,33,1115:2;192,33,1132:1;192,33,1139:1;179,29,1102:2",added
919,3374888336,7669855632,1,/tp @s 797 -6 628,no,7,5,12,41.061,375.410,489.014,-6,1014.689,/tp @s 797 -6 628,797,-6,628,756,628,"770,-7,624:1;784,-7,634:2;763,-7,651:1;773,-7,659:1",added
920,3378609036,3378609036,0,/tp @s -809 -28 -458,no,4,8,12,33.496,442.022,516.053,-28,929.648,/tp @s -809 -28 -458,-809,-28,-458,-876,-412,"-823,-29,-435:3;-808,-29,-433:2;-837,-41,-471:1;-828,-41,-448:2",added
921,3385451078,33450222150,7,/tp @s 303 46 -1061,no,8,5,13,91.011,316.157,419.036,46,1103.417,/tp @s 303 46 -1061,303,46,-1061,292,-1084,"310,45,-1097:1;304,45,-1124:2;264,33,-1049:1;304,45,-1152:1",added
922,3388293618,,,,yes,6,6,12,54.305,57.816,141.884,23,969.111,/tp @s 336 23 -909,336,23,-909,324,-972,"341,24,-944:1;302,18,-939:1;322,22,-901:2;308,16,-955:2",added
923,3390453402,72109930138,16,/tp @s 308 -3 1292,no,7,5,12,24.617,716.261,772.781,-3,1328.205,/tp @s 308 -3 1292,308,-3,1292,324,1252,"327,-10,1278:1;312,-16,1285:1;312,-16,1292:1;312,-16,1299:2",added
924,3390649068,3390649068,0,/tp @s 302 -8 -857,no,9,3,12,14.071,150.581,233.618,-8,908.654,/tp @s 302 -8 -857,302,-8,-857,324,-812,"303,-9,-843:2;303,-15,-846:1",added
925,3391528754,,,,yes,7,5,12,31.161,261.291,398.494,2,920.428,/tp @s 558 2 732,558,2,732,564,724,"581,1,711:1;563,3,709:1;564,-19,748:1;564,-19,729:2",added
926,3398416593,,,,yes,8,4,12,94.874,36.135,169.125,1,867.051,/tp @s -849 1 176,-849,1,176,-844,132,"-828,2,150:1;-771,2,122:2;-791,2,118:1",added
927,3402927409,29172731185,6,/tp @s 216 4 1263,no,8,4,12,62.658,352.697,422.685,4,1281.337,/tp @s 216 4 1263,216,4,1263,244,1236,"247,9,1250:1;273,5,1289:1;220,7,1237:1;238,5,1295:1",added
928,3405913904,,,,yes,6,6,12,72.897,736.829,829.575,-29,1275.016,/tp @s -992 -29 801,-992,-29,801,-1020,756,"-1043,-32,749:1;-1033,-32,757:2;-977,-30,756:2;-987,-36,767:1",added
929,3407602489,102191850297,23,/tp @s 1241 12 -375,no,6,6,12,67.431,62.113,66.352,12,1296.42,/tp @s 1241 12 -375,1241,12,-375,1220,-396,"1226,5,-349:2;1250,5,-365:1;1182,-13,-354:1;1227,-3,-378:2",added
930,3408323723,37768062091,8,/tp @s 1232 -28 756,no,7,5,12,55.66,61.002,208.102,-28,1445.462,/tp @s 1232 -28 756,1232,-28,756,1284,788,"1276,-35,757:2;1247,-41,704:1;1247,-41,754:2",added
931,3412586569,3412586569,0,/tp @s 855 -16 -914,no,4,8,12,69.072,664.299,691.964,-16,1251.567,/tp @s 855 -16 -914,855,-16,-914,868,-860,"876,-11,-858:1;854,-13,-845:2;826,-27,-881:2;862,-13,-900:3",added
932,3413890311,3413890311,0,/tp @s 35 -37 1382,no,6,6,12,40.324,578.621,617.183,-37,1382.443,/tp @s 35 -37 1382,35,-37,1382,68,1348,"36,-38,1350:2;27,-44,1379:2;7,-38,1353:2",added
933,3415314575,,,,yes,6,6,12,51.118,239.563,264.319,-29,1424.138,/tp @s 1218 -29 -738,1218,-29,-738,1300,-732,"1257,-24,-754:1;1262,-30,-764:3;1255,-30,-710:2",added
934,3416022707,16300924595,3,/tp @s -940 -33 817,no,7,5,12,66.836,375.828,441.139,-33,1245.427,/tp @s -940 -33 817,-940,-33,817,-908,804,"-875,-44,806:2;-913,-44,833:2;-887,-44,809:1",added
935,3417027615,,,,yes,7,5,12,60.448,182.000,195.610,-26,1229.432,/tp @s 152 -26 1220,152,-26,1220,196,1220,"211,-13,1218:2;184,-17,1238:1;190,-27,1215:1;174,-27,1229:1",added
936,3425464283,,,,yes,7,5,12,41.485,232.385,369.867,18,1464.926,/tp @s 1245 18 -772,1245,18,-772,1284,-764,"1260,17,-778:2;1260,23,-770:1;1267,9,-738:2",added
937,3427092111,,,,yes,4,8,12,50.971,275.191,353.221,-46,1031.1,/tp @s 688 -46 -768,688,-46,-768,708,-812,"716,-25,-800:3;682,-47,-781:2;713,-47,-781:2;678,-29,-815:1",added
938,3440627410,3440627410,0,/tp @s -867 -10 176,no,7,5,12,58.669,334.476,338.627,-10,884.684,/tp @s -867 -10 176,-867,-10,176,-828,196,"-822,-7,203:1;-820,-13,203:3;-815,-7,203:1",added
939,3445151879,,,,yes,7,5,12,62.69,261.896,314.615,25,830.578,/tp @s 144 25 818,144,25,818,164,772,"159,32,790:1;191,36,778:2;150,26,795:1;134,28,806:1",added
940,3445376304,24920212784,5,/tp @s -330 21 -1333,no,5,7,12,37.216,616.740,693.642,21,1373.24,/tp @s -330 21 -1333,-330,21,-1333,-316,-1340,"-360,20,-1355:3;-337,14,-1330:2;-330,14,-1337:2",added
941,3447803678,29217607454,6,/tp @s 704 42 363,no,8,4,12,71.407,354.780,375.825,42,792.076,/tp @s 704 42 363,704,42,363,772,356,"759,27,320:1;736,35,388:1;705,41,349:2",added
942,3450690592,37810428960,8,/tp @s 803 6 -1263,no,8,4,12,66.491,61.385,104.847,6,1496.656,/tp @s 803 6 -1263,803,6,-1263,836,-1276,"818,5,-1269:1;848,3,-1247:2;865,5,-1287:1",added
943,3452245159,3452245159,0,/tp @s 1157 -14 -916,no,6,6,12,77.395,455.968,543.991,-14,1475.705,/tp @s 1157 -14 -916,1157,-14,-916,1156,-860,"1176,-27,-854:1;1171,-27,-841:2;1176,-27,-847:1;1158,-33,-900:2",added
944,3454230074,29224033850,6,/tp @s 722 -27 657,no,8,4,12,46.957,360.987,399.420,-27,976.183,/tp @s 722 -27 657,722,-27,657,756,644,"758,-30,627:2;764,-28,640:1;739,-28,685:1",added
945,3454541652,,,,yes,4,8,12,71.575,110.449,189.333,-23,790.51,/tp @s 735 -23 291,735,-23,291,740,244,"736,-24,235:2;736,-24,252:2;702,-28,245:2;744,-24,220:2",added
946,3459876471,37819614839,8,/tp @s -1431 31 260,no,6,6,12,67.037,17.875,113.153,31,1454.428,/tp @s -1431 31 260,-1431,31,260,-1420,212,"-1450,24,283:1;-1469,26,205:3;-1461,22,301:1;-1486,20,256:1",added
947,3461250872,7756218168,1,/tp @s 800 24 -852,no,6,6,12,50.458,108.974,150.759,24,1168.719,/tp @s 800 24 -852,800,24,-852,820,-828,"840,9,-847:1;814,-3,-859:2;844,3,-865:3",added
948,3463989619,,,,yes,8,4,12,88.758,0.500,71.135,-23,1028.355,/tp @s 252 -23 -997,252,-23,-997,276,-1004,"300,-20,-1036:2;301,-22,-1071:1;313,-20,-1047:1",added
949,3468696299,12058630891,2,/tp @s -748 5 826,no,7,5,12,87.373,316.618,392.311,5,1114.352,/tp @s -748 5 826,-748,5,826,-700,788,"-710,-2,814:2;-741,4,800:1;-699,-2,754:2",added
950,3469881103,,,,yes,4,8,12,49.295,659.532,742.202,-7,1289.683,/tp @s 1241 -7 -351,1241,-7,-351,1268,-412,"1258,-2,-397:3;1258,-2,-390:3;1238,-6,-389:1;1263,-8,-342:1",added
951,3471233273,33536004345,7,/tp @s 1215 3 685,no,6,6,12,51.078,402.875,431.858,3,1394.794,/tp @s 1215 3 685,1215,3,685,1220,740,"1205,0,735:2;1214,-4,715:2;1226,-4,707:1;1226,-4,700:1",added
952,3474377130,265467382186,61,/tp @s 1238 45 193,no,7,5,12,66.461,797.494,801.690,45,1252.954,/tp @s 1238 45 193,1238,45,193,1252,180,"1271,44,200:3;1244,40,259:2",added
953,3478597945,3478597945,0,/tp @s -984 14 -959,no,6,6,12,67.298,4.000,54.539,14,1374.022,/tp @s -984 14 -959,-984,14,-959,-972,-924,"-993,23,-949:1;-946,27,-905:1;-941,27,-911:3;-933,27,-918:1",added
954,3479644566,,,,yes,6,6,12,64.226,418.168,503.908,-14,1251.716,/tp @s -852 -14 -917,-852,-14,-917,-812,-892,"-837,-21,-870:2;-795,-13,-906:1;-838,-11,-927:1;-836,-19,-855:2",added
955,3485086648,,,,yes,6,6,12,59.008,690.635,736.076,-9,1094.229,/tp @s -1091 -9 84,-1091,-9,84,-1068,100,"-1056,-2,122:1;-1054,-10,73:1;-1086,-10,68:1;-1039,-2,111:3",added
956,3487948394,,,,yes,8,4,12,58.198,153.192,163.895,17,863.125,/tp @s 771 17 -388,771,17,-388,772,-364,"761,10,-392:1;716,16,-369:2;777,16,-411:1",added
957,3498921417,3498921417,0,/tp @s 706 -39 -191,no,5,7,12,40.46,328.057,337.187,-39,731.38,/tp @s 706 -39 -191,706,-39,-191,740,-188,"721,-42,-195:1;726,-48,-157:2;722,-46,-200:1;715,-46,-200:3",added
958,3503373049,89402718969,20,/tp @s -943 29 -363,no,7,5,12,67.186,278.227,372.510,29,1010.454,/tp @s -943 29 -363,-943,29,-363,-924,-396,"-937,28,-376:1;-948,28,-383:2;-943,34,-430:1;-949,28,-410:1",added
959,3504354395,80813765723,18,/tp @s 1254 -16 1,no,6,7,13,57.914,210.121,258.962,-16,1254.0,/tp @s 1254 -16 1,1254,-16,1,1252,20,"1243,-5,32:2;1260,-5,25:2;1245,-9,42:2;1210,-9,38:1",added
960,3505294514,63634836658,14,/tp @s 718 -13 1238,no,7,5,12,47.392,1.750,4.809,-13,1431.142,/tp @s 718 -13 1238,718,-13,1238,756,1268,"747,-14,1258:1;758,-18,1244:3;763,-18,1252:1",added
961,3509612225,,,,yes,7,5,12,87.212,132.658,216.275,5,1221.65,/tp @s 1155 5 398,1155,5,398,1172,356,"1177,10,379:1;1221,6,341:1;1172,4,389:2;1230,-2,391:1",added
962,3518408749,85122787373,19,/tp @s -1424 18 -423,no,5,7,12,27.749,559.956,638.113,18,1485.498,/tp @s -1424 18 -423,-1424,18,-423,-1468,-428,"-1440,31,-426:1;-1448,31,-418:3;-1433,31,-426:1;-1418,17,-443:2",added
963,3522671376,42177377040,9,/tp @s 164 -26 1217,no,6,6,12,96.172,350.041,415.350,-26,1228.0,/tp @s 164 -26 1217,164,-26,1217,212,1252,"246,-31,1267:3;190,-27,1189:1;214,-39,1217:2",added
964,3539957820,,,,yes,5,7,12,106.287,367.751,492.135,-23,1287.187,/tp @s -425 -23 1215,-425,-23,1215,-364,1220,"-325,-28,1228:2;-325,-28,1221:1;-352,-28,1260:1;-319,-28,1221:3",added
965,3544176155,46493849115,10,/tp @s 916 -41 -915,no,7,5,12,47.896,623.920,773.289,-41,1294.713,/tp @s 916 -41 -915,916,-41,-915,916,-908,"922,-42,-900:1;950,-46,-891:1;914,-44,-948:2;903,-44,-961:1",added
966,3549634712,140988588184,32,/tp @s 1452 26 21,no,5,7,12,80.907,197.912,272.832,26,1452.152,/tp @s 1452 26 21,1452,26,21,1444,52,"1388,19,70:2;1401,21,76:2;1416,21,48:1;1481,19,89:2",added
967,3556657199,,,,yes,7,5,12,63.135,516.365,540.397,1,950.516,/tp @s 141 1 -940,141,1,-940,180,-924,"151,0,-930:1;145,0,-877:1;128,-6,-915:1;175,-2,-891:2",added
968,3561417835,46511090795,10,/tp @s 289 -9 1302,no,8,4,12,56.657,417.986,532.079,-9,1333.688,/tp @s 289 -9 1302,289,-9,1302,324,1364,"317,-4,1351:1;303,-4,1309:1;313,-16,1343:2",added
969,3565864012,123824948300,28,/tp @s 257 -11 -1402,no,7,5,12,129.715,46.250,144.161,-11,1425.361,/tp @s 257 -11 -1402,257,-11,-1402,244,-1340,"233,6,-1306:1;240,-10,-1382:1;251,-10,-1371:2;249,0,-1273:1",added
970,3568027525,12157962117,2,/tp @s 894 11 -353,no,6,6,12,109.877,287.882,438.705,11,961.169,/tp @s 894 11 -353,894,11,-353,900,-300,"958,4,-310:1;965,4,-310:2;954,8,-261:1;931,8,-256:2",added
971,3568103658,93762416874,21,/tp @s 370 -43 -977,no,8,4,12,57.853,137.068,166.437,-43,1044.715,/tp @s 370 -43 -977,370,-43,-977,356,-1036,"347,-46,-1030:1;371,-44,-1024:1;366,-44,-992:2",added
972,3578214336,59412789184,13,/tp @s -362 17 -1333,no,8,4,12,61.392,258.893,315.367,17,1381.279,/tp @s -362 17 -1333,-362,17,-1333,-380,-1324,"-422,12,-1321:2;-409,14,-1332:1;-377,18,-1346:1",added
973,3590141721,29359945497,6,/tp @s 212 -7 1183,no,5,7,12,41.219,318.549,441.854,-7,1201.846,/tp @s 212 -7 1183,212,-7,1183,244,1220,"235,14,1210:3;246,10,1196:1;228,14,1210:2;238,12,1175:1",added
974,3592954906,29362758682,6,/tp @s 263 -27 -1215,no,5,7,12,66.558,491.843,587.021,-27,1243.139,/tp @s 263 -27 -1215,263,-27,-1215,292,-1292,"256,-32,-1281:3;264,-28,-1246:1;258,-32,-1230:2;277,-30,-1261:1",added
975,3594025947,42248731611,9,/tp @s -945 -17 -275,no,7,5,12,35.525,386.596,499.580,-17,984.2,/tp @s -945 -17 -275,-945,-17,-275,-924,-252,"-949,-18,-296:2;-949,-18,-303:1;-924,-18,-276:1;-971,-36,-290:1",added
976,3594054409,,,,yes,7,5,12,89.202,62.901,183.130,-30,809.642,/tp @s 764 -30 -268,764,-30,-268,724,-252,"772,-31,-249:1;758,-31,-249:1;704,-31,-202:2;779,-31,-242:1",added
977,3598065706,55137673258,12,/tp @s 116 11 1294,no,5,8,13,90.078,188.313,226.689,11,1299.189,/tp @s 116 11 1294,116,11,1294,196,1364,"192,12,1339:2;168,20,1367:2;156,16,1348:3;141,10,1295:1",added
978,3601463137,188285056865,43,/tp @s 828 -30 -860,no,7,5,12,65.2,211.501,217.753,-30,1193.811,/tp @s 828 -30 -860,828,-30,-860,884,-860,"893,-31,-855:2;822,-31,-873:2;845,-37,-806:1",added
979,3616794828,,,,yes,8,4,12,65.955,416.675,486.065,-12,1203.449,/tp @s -919 -12 777,-919,-12,777,-956,756,"-955,-25,752:1;-977,-31,752:1;-943,-25,782:1;-966,-17,733:1",added
980,3618721226,,,,yes,7,5,12,52.096,341.285,411.807,25,1304.276,/tp @s -944 25 -900,-944,25,-900,-908,-940,"-985,28,-932:2;-904,16,-918:2;-916,24,-907:1",added
981,3629836383,,,,yes,5,7,12,104.585,195.102,287.095,-19,907.463,/tp @s -360 -19 -833,-360,-19,-833,-412,-780,"-427,-26,-753:2;-419,-26,-763:2;-414,-26,-748:1;-354,-20,-818:2",added
982,3629852053,,,,yes,5,7,12,54.461,266.028,357.991,-29,846.463,/tp @s 660 -29 -530,660,-29,-530,708,-524,"710,-22,-541:1;682,-34,-525:1;714,-34,-525:3;697,-34,-510:2",added
983,3636334732,3636334732,0,/tp @s 1219 24 847,no,7,5,12,47.255,249.859,336.761,24,1484.375,/tp @s 1219 24 847,1219,24,847,1252,852,"1265,15,841:1;1245,23,847:3;1237,13,851:1",added
984,3637164631,3637164631,0,/tp @s 808 -3 -452,no,6,6,12,40.902,354.194,427.511,-3,925.834,/tp @s 808 -3 -452,808,-3,-452,820,-444,"823,-4,-458:1;800,-6,-412:2;800,-2,-432:2;841,-4,-457:1",added
985,3638121686,153961977046,35,/tp @s -1080 34 878,no,9,5,14,71.127,351.021,403.951,34,1391.863,/tp @s -1080 34 878,-1080,34,878,-1036,884,"-1044,35,873:1;-1058,33,912:2;-1009,31,875:2",added
986,3648838218,,,,yes,6,6,12,54.213,670.163,739.556,19,1435.463,/tp @s 745 19 1227,745,19,1227,740,1188,"756,16,1174:1;707,12,1228:3;737,6,1230:2",added
987,3655316740,12245251332,2,/tp @s 652 -50 -1052,no,8,4,12,26.552,409.317,536.383,-50,1237.662,/tp @s 652 -50 -1052,652,-50,-1052,644,-1084,"640,-45,-1058:1;640,-45,-1044:2;626,-45,-1050:1",added
988,3657130794,55196738346,12,/tp @s 1168 -34 713,no,5,7,12,32.342,102.000,161.205,-34,1368.427,/tp @s 1168 -34 713,1168,-34,713,1204,724,"1194,-31,715:2;1194,-31,732:2;1189,-35,719:2;1183,-35,719:1",added
989,3665003613,,,,yes,5,7,12,52.326,218.056,262.884,-24,1070.201,/tp @s 641 -24 -857,641,-24,-857,660,-844,"641,-25,-827:2;667,-31,-817:1;674,-31,-817:2;625,-37,-863:2",added
990,3685875478,12275810070,2,/tp @s -1345 25 -414,no,9,3,12,66.415,0.125,74.316,25,1407.274,/tp @s -1345 25 -414,-1345,25,-414,-1324,-412,"-1351,30,-439:1;-1359,24,-477:1;-1366,24,-477:1",added
991,3685878915,16570780803,3,/tp @s -754 -24 708,no,8,4,12,57.228,205.007,240.251,-24,1034.302,/tp @s -754 -24 708,-754,-24,708,-796,692,"-804,-23,691:1;-811,-23,703:1;-768,-25,709:1;-775,-21,667:1",added
992,3689890751,162603680703,37,/tp @s 1104 0 186,no,7,5,12,35.707,44.414,65.024,0,1119.559,/tp @s 1104 0 186,1104,0,186,1124,164,"1110,-21,180:1;1103,-7,221:3;1101,-1,214:1",added
993,3694692754,42349398418,9,/tp @s 296 26 -1402,no,6,6,12,35.369,340.524,428.202,26,1432.906,/tp @s 296 26 -1402,296,26,-1402,276,-1436,"305,17,-1435:1;276,19,-1402:1;313,9,-1397:2;295,11,-1408:2",added
994,3697394342,29467198118,6,/tp @s 1323 -2 -270,no,9,3,12,59.95,202.875,255.708,-2,1350.27,/tp @s 1323 -2 -270,1323,-2,-270,1316,-220,"1295,-3,-217:1;1319,-9,-274:1;1300,-11,-304:1",added
995,3701721138,16586623026,3,/tp @s 697 26 576,no,6,6,12,68.608,308.287,311.396,26,904.204,/tp @s 697 26 576,697,26,576,724,612,"731,25,624:2;731,25,617:1;709,19,587:1;748,17,621:2",added
996,3701734293,3701734293,0,/tp @s -845 -24 627,no,5,7,12,42.532,509.038,542.444,-24,1052.214,/tp @s -845 -24 627,-845,-24,627,-860,660,"-852,-25,657:2;-855,-31,612:2;-815,-27,657:1;-827,-27,632:2",added
997,3703745806,16588647694,3,/tp @s 178 -22 1167,no,8,4,12,83.457,567.306,623.484,-22,1180.497,/tp @s 178 -22 1167,178,-22,1167,148,1188,"121,-25,1190:1;168,-35,1183:2;102,-39,1137:1",added
998,3704509785,12294444377,2,/tp @s 876 35 827,no,8,4,12,61.474,52.672,182.659,35,1204.701,/tp @s 876 35 827,876,35,827,804,852,"821,40,854:1;837,34,860:2;869,34,817:1",added
999,3705705793,8000673089,1,/tp @s -928 -34 200,no,7,5,12,69.9,311.811,417.905,-34,949.307,/tp @s -928 -34 200,-928,-34,200,-940,148,"-947,-37,157:2;-947,-37,164:1;-918,-29,131:1;-945,-33,133:1",added
1000,3705943878,3705943878,0,/tp @s 889 32 863,no,7,5,12,25.397,60.100,144.986,32,1238.987,/tp @s 889 32 863,889,32,863,900,820,"883,31,850:2;875,25,843:1;903,25,855:2",added
1001,3707483541,20887352725,4,/tp @s -381 -1 -736,no,5,7,12,33.03,307.347,357.911,-1,828.768,/tp @s -381 -1 -736,-381,-1,-736,-316,-780,"-354,-2,-755:3;-401,-14,-732:2;-371,-14,-738:1;-377,-14,-752:1",added
1002,3720586089,128274637673,29,/tp @s 226 -27 -1292,no,6,6,12,43.749,188.174,283.143,-27,1311.617,/tp @s 226 -27 -1292,226,-27,-1292,228,-1308,"195,-28,-1317:2;183,-28,-1300:1;214,-22,-1299:2;214,-22,-1292:1",added
1003,3722053223,68146562663,15,/tp @s -285 43 786,no,8,4,12,44.283,74.330,119.993,43,836.075,/tp @s -285 43 786,-285,43,786,-268,772,"-250,42,800:1;-276,42,803:1;-243,42,800:1;-298,28,785:1",added
1004,3750969938,98240250450,22,/tp @s 717 3 1217,no,5,7,12,66.671,685.977,756.133,3,1412.508,/tp @s 717 3 1217,717,3,1217,740,1268,"754,4,1252:2;737,4,1238:2;762,0,1235:2;779,-2,1241:1",added
1005,3753251120,63882793264,14,/tp @s 217 -39 -1309,no,8,5,13,30.952,0.000,52.409,-39,1326.865,/tp @s 217 -39 -1309,217,-39,-1309,196,-1340,"208,-28,-1310:3;201,-28,-1310:1;247,-42,-1302:1",added
1006,3756255757,,,,yes,8,4,12,47.937,448.799,565.104,41,1123.161,/tp @s -851 41 733,-851,41,733,-876,724,"-831,34,776:1;-843,22,743:2;-836,22,743:1",added
1007,3756625108,,,,yes,5,7,12,80.629,418.635,483.944,-3,1125.242,/tp @s -473 -3 -1021,-473,-3,-1021,-444,-1068,"-491,-6,-1044:1;-428,-6,-999:1;-466,-4,-1009:3;-399,-4,-989:2",added
1008,3759368080,16644269968,3,/tp @s -235 -33 -1295,no,6,6,12,52.868,201.699,260.286,-33,1316.15,/tp @s -235 -33 -1295,-235,-33,-1295,-284,-1324,"-276,-28,-1328:1;-226,-28,-1338:1;-218,-28,-1323:1;-221,-28,-1339:3",added
1009,3760099623,3760099623,0,/tp @s 726 8 -336,no,7,5,12,63.961,131.069,231.206,8,799.982,/tp @s 726 8 -336,726,8,-336,772,-316,"779,3,-358:1;789,-3,-335:1;784,3,-330:3",added
1010,3772494988,16657396876,3,/tp @s -481 -27 -1331,no,7,5,12,59.313,39.757,63.829,-27,1415.246,/tp @s -481 -27 -1331,-481,-27,-1331,-492,-1356,"-497,-28,-1343:2;-521,-22,-1368:1;-536,-40,-1349:1;-514,-22,-1368:1",added
1011,3773008169,106852223273,24,/tp @s 191 12 -1365,no,7,5,12,73.068,200.441,294.640,12,1378.298,/tp @s 191 12 -1365,191,12,-1365,196,-1420,"192,11,-1397:1;148,9,-1424:3;158,9,-1416:1",added
1012,3777602147,25252438627,5,/tp @s 577 29 -1269,no,5,7,12,44.125,506.697,546.274,29,1394.019,/tp @s 577 29 -1269,577,29,-1269,612,-1308,"595,32,-1306:2;608,34,-1300:3;591,28,-1270:2",added
1013,3779670932,,,,yes,8,4,12,44.565,537.532,559.933,-20,1014.042,/tp @s 916 -20 -435,916,-20,-435,868,-460,"882,-15,-421:1;876,-15,-416:1;901,-21,-451:1;906,-21,-426:1",added
1014,3789635345,38149373713,8,/tp @s 241 26 1436,no,6,6,12,56.116,80.545,185.259,26,1456.083,/tp @s 241 26 1436,241,26,1436,180,1412,"188,37,1435:1;188,31,1428:2;188,31,1421:1;189,37,1454:2",added
1015,3790679420,12380614012,2,/tp @s 797 -2 1174,no,7,5,12,71.533,160.138,189.783,-2,1418.973,/tp @s 797 -2 1174,797,-2,1174,820,1140,"801,-9,1171:2;865,-5,1152:1;810,-15,1159:2",added
1016,3790911769,128344963353,29,/tp @s 1196 29 743,no,7,5,12,29.983,311.829,407.313,29,1408.0,/tp @s 1196 29 743,1196,29,743,1220,708,"1202,28,730:2;1196,22,760:1;1179,16,764:2",added
1017,3794055059,,,,yes,8,4,12,40.719,316.669,396.293,11,986.323,/tp @s 937 11 -308,937,11,-308,900,-380,"918,10,-344:2;935,4,-320:2",added
1018,3798417954,175597109794,40,/tp @s 1174 19 -351,no,6,7,13,51.701,429.687,507.457,19,1225.348,/tp @s 1174 19 -351,1174,19,-351,1204,-332,"1206,26,-311:1;1176,22,-330:2;1194,26,-348:3;1193,18,-355:1",added
1019,3799195636,12389130228,2,/tp @s 1199 -23 243,no,7,5,12,60.819,333.504,412.212,-23,1223.376,/tp @s 1199 -23 243,1199,-23,243,1236,228,"1216,-24,253:1;1220,-24,284:2;1202,-24,253:1;1232,-26,192:1",added
1020,3802106137,93996419353,21,/tp @s -898 30 1166,no,7,5,12,42.083,605.996,648.979,30,1471.72,/tp @s -898 30 1166,-898,30,1166,-876,1188,"-871,39,1197:1;-869,29,1172:2;-883,39,1202:2",added
1021,3802188788,25277025268,5,/tp @s -1000 18 -243,no,6,6,12,57.498,440.653,520.496,18,1029.101,/tp @s -1000 18 -243,-1000,18,-243,-1020,-220,"-1041,23,-203:1;-1028,25,-219:3;-991,21,-199:2",added
1022,3805192941,16690094829,3,/tp @s -394 11 737,no,4,8,12,31.765,127.652,182.889,11,835.706,/tp @s -394 11 737,-394,11,737,-380,772,"-379,22,758:1;-398,20,764:3;-417,14,755:2;-412,14,763:2",added
1023,3807498214,3807498214,0,/tp @s 823 -7 -432,no,5,7,12,32.909,202.033,276.353,-7,929.491,/tp @s 823 -7 -432,823,-7,-432,772,-396,"804,-8,-406:3;812,-8,-401:2;817,-8,-417:2",added
1024,3807763174,,,,yes,5,7,12,62.201,35.611,118.074,-1,943.801,/tp @s -756 -1 565,-756,-1,565,-796,596,"-776,-2,614:2;-770,-2,595:1;-746,-2,575:3;-800,-14,607:1",added
1025,3810727367,3810727367,0,/tp @s 197 0 1254,no,6,7,13,49.244,472.057,476.140,0,1269.38,/tp @s 197 0 1254,197,0,1254,196,1300,"222,3,1278:1;173,-1,1264:2;184,-1,1260:2;235,-9,1284:2",added
1026,3813366835,29583170611,6,/tp @s -984 -48 704,no,7,5,12,85.855,673.891,695.402,-48,1209.906,/tp @s -984 -48 704,-984,-48,704,-924,724,"-934,-37,708:2;-922,-39,686:2;-905,-35,735:1",added
1027,3815649136,1919371063152,446,/tp @s -977 -7 -947,no,4,8,12,79.706,213.272,260.036,-7,1360.639,/tp @s -977 -7 -947,-977,-7,-947,-972,-988,"-977,0,-1009:3;-972,-20,-952:2;-925,0,-1007:2;-989,-14,-985:1",added
1028,3817295665,33882066737,7,/tp @s 1154 32 -833,no,5,7,12,43.37,131.194,280.684,32,1423.238,/tp @s 1154 32 -833,1154,32,-833,1140,-860,"1130,35,-869:3;1144,31,-843:2;1156,25,-843:2",added
1029,3821751691,8116718987,1,/tp @s -1477 33 35,no,4,8,12,51.118,154.994,247.578,33,1477.415,/tp @s -1477 33 35,-1477,33,35,-1420,36,"-1443,32,37:2;-1451,32,79:3;-1463,32,30:2;-1491,34,68:1",added
1030,3822576660,,,,yes,6,6,12,42.591,279.871,383.118,15,1139.99,/tp @s -956 15 621,-956,15,621,-924,644,"-934,30,652:2;-941,24,621:2;-923,22,647:1;-948,24,615:1",added
1031,3827558483,55367166035,12,/tp @s 775 14 1217,no,7,5,12,65.077,451.404,502.825,14,1442.815,/tp @s 775 14 1217,775,14,1217,772,1252,"768,15,1263:2;778,15,1282:2;800,13,1259:1",added
1032,3828224671,,,,yes,8,4,12,41.304,194.437,299.657,5,1152.668,/tp @s -960 5 638,-960,5,638,-908,660,"-920,10,629:2;-938,14,636:1;-954,4,607:1",added
1033,3832270398,38192008766,8,/tp @s 1175 -38 656,no,7,5,12,47.686,638.278,732.437,-38,1345.72,/tp @s 1175 -38 656,1175,-38,656,1156,676,"1147,-33,688:2;1140,-33,688:2;1176,-47,644:1",added
